Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed3pm,Humidity3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow
13-Mar,Sydney,21.1,31.8,0.0,6.8,4.4,59.0,20.0,41.0,1011.0,7.0,31.5,No,No
13-Mar,Sydney,21.6,27.0,1.0,8.4,8.5,30.0,24.0,73.0,1013.7,5.0,24.0,No,No
13-Mar,Sydney,20.6,28.4,0.8,4.8,10.5,28.0,17.0,65.0,1011.5,1.0,26.4,No,No
13-Mar,Sydney,17.9,30.0,0.0,7.0,11.0,30.0,13.0,49.0,1017.5,2.0,29.5,No,No
13-Mar,Sydney,20.6,26.9,0.0,4.4,4.3,39.0,24.0,73.0,1016.3,7.0,25.5,No,No
13-Mar,Sydney,21.5,33.5,0.0,7.0,7.3,37.0,11.0,34.0,1012.1,7.0,30.9,No,Yes
13-Mar,Sydney,16.7,22.3,3.0,8.0,8.3,44.0,20.0,48.0,1017.7,7.0,20.9,Yes,No
13-Mar,Sydney,14.8,23.6,0.0,5.2,10.6,35.0,24.0,53.0,1012.8,6.0,22.6,No,No
13-Mar,Sydney,17.9,25.4,0.0,5.0,7.3,44.0,28.0,38.0,1010.8,6.0,24.4,No,Yes
13-Apr,Sydney,17.4,24.3,2.8,6.6,5.8,26.0,17.0,56.0,1015.5,3.0,23.5,Yes,No
13-Apr,Sydney,16.3,26.2,0.0,3.8,10.9,39.0,19.0,41.0,1013.8,2.0,25.4,No,Yes
13-Apr,Sydney,17.0,18.6,27.4,6.6,0.0,48.0,20.0,79.0,1021.7,8.0,18.0,Yes,Yes
13-Apr,Sydney,15.7,20.9,61.4,5.0,0.4,31.0,9.0,89.0,1027.8,8.0,17.7,Yes,Yes
13-Apr,Sydney,15.6,23.6,18.4,0.8,4.3,24.0,7.0,55.0,1028.4,6.0,22.9,Yes,Yes
13-Apr,Sydney,15.6,20.6,2.4,3.6,1.6,31.0,6.0,75.0,1025.2,7.0,18.8,Yes,Yes
13-Apr,Sydney,14.2,22.7,3.8,2.4,7.0,22.0,15.0,62.0,1021.6,3.0,22.2,Yes,Yes
13-Apr,Sydney,14.6,24.2,2.0,3.4,8.3,26.0,17.0,61.0,1023.9,6.0,22.5,Yes,Yes
13-Apr,Sydney,15.6,22.0,5.2,2.4,3.6,24.0,6.0,73.0,1024.3,3.0,20.7,Yes,Yes
13-Apr,Sydney,14.4,24.1,2.0,2.2,10.4,30.0,20.0,57.0,1021.3,2.0,23.0,Yes,No
13-Apr,Sydney,15.2,25.3,0.0,4.6,10.8,26.0,17.0,43.0,1021.6,1.0,24.7,No,No
13-Apr,Sydney,15.6,26.0,0.0,4.4,10.3,31.0,19.0,47.0,1022.8,1.0,24.2,No,No
13-Apr,Sydney,15.7,25.4,0.0,4.8,10.7,35.0,22.0,55.0,1016.4,1.0,23.7,No,No
13-Apr,Sydney,16.1,27.7,0.0,5.4,10.6,24.0,13.0,54.0,1010.9,2.0,25.2,No,No
13-Apr,Sydney,17.4,27.9,0.0,5.8,5.7,37.0,11.0,49.0,1007.4,4.0,26.2,No,Yes
13-Apr,Sydney,16.9,22.0,7.0,3.2,4.4,41.0,20.0,69.0,1013.5,6.0,21.4,Yes,No
13-Apr,Sydney,14.2,23.6,0.0,4.0,7.7,30.0,17.0,65.0,1014.0,7.0,21.9,No,No
13-Apr,Sydney,15.4,24.5,0.2,2.6,9.1,41.0,26.0,69.0,1012.5,6.0,21.4,No,No
13-Apr,Sydney,13.3,20.2,0.4,4.6,10.5,65.0,35.0,39.0,1012.8,4.0,20.0,No,Yes
13-Apr,Sydney,10.9,22.2,32.8,2.8,9.7,33.0,15.0,56.0,1012.4,1.0,20.0,Yes,No
13-Apr,Sydney,13.9,24.7,0.2,2.6,8.1,41.0,11.0,39.0,1006.9,2.0,24.2,No,No
13-Apr,Sydney,12.7,25.3,0.2,3.6,10.4,43.0,15.0,43.0,1011.7,2.0,23.4,No,No
13-Apr,Sydney,12.3,23.8,0.0,3.6,10.8,35.0,13.0,27.0,1015.9,1.0,23.4,No,No
13-Apr,Sydney,12.5,23.2,0.0,4.8,10.1,33.0,17.0,45.0,1019.5,1.0,20.3,No,No
13-Apr,Sydney,14.0,27.2,0.0,3.4,10.7,41.0,13.0,30.0,1019.1,0.0,25.9,No,No
13-Apr,Sydney,14.0,26.3,0.0,4.4,9.5,26.0,19.0,51.0,1017.7,1.0,22.6,No,No
13-Apr,Sydney,14.4,28.7,0.0,4.6,10.1,28.0,15.0,29.0,1016.0,1.0,28.1,No,No
13-Apr,Sydney,15.9,26.5,0.0,6.2,9.3,26.0,13.0,73.0,1020.9,3.0,22.6,No,No
13-Apr,Sydney,18.4,22.7,0.0,2.8,4.0,35.0,19.0,71.0,1022.4,7.0,20.5,No,No
13-May,Sydney,16.9,25.0,0.0,1.2,7.4,37.0,17.0,61.0,1014.3,5.0,24.2,No,No
13-May,Sydney,14.4,20.3,0.0,5.6,7.4,46.0,20.0,51.0,1025.2,4.0,18.7,No,No
13-May,Sydney,11.1,22.9,0.0,3.0,10.2,31.0,19.0,51.0,1020.5,7.0,20.9,No,No
13-May,Sydney,14.0,26.4,0.0,4.4,6.2,56.0,37.0,56.0,1018.5,3.0,20.2,No,No
13-May,Sydney,12.7,20.1,0.0,6.4,9.1,37.0,7.0,38.0,1022.1,1.0,19.7,No,No
13-May,Sydney,10.8,20.1,0.0,3.4,8.2,35.0,17.0,60.0,1024.5,7.0,19.2,No,No
13-May,Sydney,11.7,21.5,0.0,3.0,8.8,31.0,19.0,55.0,1027.1,6.0,19.9,No,No
13-May,Sydney,12.4,21.6,0.0,3.4,5.3,22.0,9.0,51.0,1028.1,4.0,21.2,No,No
13-May,Sydney,12.1,23.2,0.0,1.8,10.2,24.0,13.0,54.0,1027.4,1.0,22.0,No,No
13-May,Sydney,12.5,23.5,0.0,3.6,10.0,26.0,13.0,53.0,1028.4,1.0,22.9,No,No
13-May,Sydney,13.0,22.1,0.0,2.0,4.3,31.0,22.0,69.0,1027.5,6.0,20.8,No,No
13-May,Sydney,14.0,22.1,0.0,3.6,7.0,28.0,13.0,59.0,1022.7,2.0,21.4,No,No
13-May,Sydney,13.7,22.8,0.0,2.0,1.8,28.0,11.0,53.0,1014.2,8.0,21.9,No,No
13-May,Sydney,14.2,21.3,0.0,2.4,6.9,41.0,13.0,31.0,1011.1,6.0,20.0,No,No
13-May,Sydney,9.2,20.6,0.2,2.8,9.8,46.0,28.0,34.0,1009.6,3.0,20.1,No,No
13-May,Sydney,13.6,20.6,0.0,5.4,8.3,50.0,31.0,36.0,1007.3,3.0,19.4,No,No
13-May,Sydney,12.2,19.6,0.0,4.6,10.1,57.0,28.0,33.0,1010.4,1.0,18.6,No,No
13-May,Sydney,11.1,20.6,0.0,3.8,10.1,41.0,22.0,31.0,1011.8,1.0,19.1,No,No
13-May,Sydney,9.8,20.2,0.0,3.6,9.1,39.0,20.0,30.0,1014.1,1.0,19.0,No,No
13-May,Sydney,10.1,20.7,0.0,4.0,8.5,44.0,22.0,37.0,1014.7,3.0,19.6,No,No
13-May,Sydney,10.1,22.5,0.0,4.0,9.1,54.0,20.0,32.0,1012.3,7.0,21.8,No,No
13-May,Sydney,9.4,16.0,0.0,2.2,1.3,31.0,20.0,79.0,1010.1,8.0,14.5,No,Yes
13-May,Sydney,10.6,17.4,27.2,5.2,0.7,48.0,22.0,71.0,1012.7,6.0,16.4,Yes,Yes
13-May,Sydney,12.7,20.6,30.6,2.4,5.8,48.0,24.0,47.0,1017.9,7.0,20.1,Yes,Yes
13-May,Sydney,9.5,21.3,0.0,1.8,10.1,30.0,4.0,45.0,1023.0,1.0,20.2,No,Yes
13-May,Sydney,10.6,20.2,3.4,3.2,7.1,41.0,24.0,58.0,1028.2,5.0,19.4,Yes,Yes
13-May,Sydney,11.6,19.3,28.6,1.2,3.2,30.0,15.0,75.0,1030.2,8.0,17.8,Yes,No
13-May,Sydney,11.3,21.1,0.2,2.0,4.9,20.0,15.0,60.0,1027.8,3.0,20.6,No,No
13-May,Sydney,11.7,21.4,0.0,2.6,5.7,24.0,7.0,67.0,1025.9,5.0,20.0,No,No
13-Jun,Sydney,13.9,21.2,0.0,4.0,3.0,52.0,17.0,61.0,1014.1,7.0,19.9,No,Yes
13-Jun,Sydney,14.4,15.8,14.8,3.0,1.8,81.0,24.0,68.0,1009.8,7.0,14.0,Yes,Yes
13-Jun,Sydney,10.3,21.1,0.0,3.6,9.3,41.0,9.0,53.0,1023.8,1.0,20.7,No,No
13-Jun,Sydney,10.5,19.3,0.0,3.4,2.3,26.0,13.0,70.0,1021.6,7.0,18.3,No,No
13-Jun,Sydney,11.7,20.1,0.0,1.6,2.3,26.0,6.0,59.0,1020.0,8.0,19.2,No,No
13-Jun,Sydney,14.9,22.2,0.0,2.0,1.8,41.0,15.0,55.0,1018.5,6.0,21.6,No,No
13-Jun,Sydney,13.5,19.2,0.0,3.0,1.5,43.0,11.0,53.0,1028.6,7.0,17.5,No,No
13-Jun,Sydney,11.0,18.9,0.0,7.0,6.9,26.0,15.0,63.0,1024.3,7.0,18.4,No,No
13-Jun,Sydney,10.5,21.5,0.0,1.4,3.9,28.0,17.0,67.0,1018.7,8.0,18.5,No,No
13-Jun,Sydney,10.5,19.6,0.8,0.2,8.5,30.0,9.0,54.0,1017.6,6.0,18.4,No,No
13-Jun,Sydney,10.4,16.0,0.0,2.0,1.0,41.0,19.0,90.0,1009.7,6.0,15.8,No,Yes
13-Jun,Sydney,10.6,20.9,8.4,0.6,8.6,48.0,20.0,45.0,1004.3,3.0,20.1,Yes,No
13-Jun,Sydney,11.7,20.1,0.0,3.6,7.0,46.0,22.0,46.0,1002.9,6.0,18.5,No,No
13-Jun,Sydney,13.0,17.6,0.0,4.0,5.0,43.0,11.0,46.0,1009.9,7.0,17.3,No,No
13-Jun,Sydney,9.7,19.1,0.0,3.2,9.5,41.0,15.0,50.0,1011.6,4.0,16.6,No,No
13-Jun,Sydney,8.5,17.7,0.0,3.8,3.8,44.0,17.0,56.0,1008.3,6.0,15.7,No,No
13-Jun,Sydney,8.0,19.2,0.0,1.6,8.0,43.0,17.0,52.0,1012.2,2.0,16.1,No,Yes
13-Jun,Sydney,8.7,16.1,15.6,3.2,0.0,52.0,26.0,65.0,1021.3,7.0,14.3,Yes,Yes
13-Jun,Sydney,8.7,16.6,1.4,2.8,7.2,39.0,20.0,57.0,1021.0,6.0,15.6,Yes,No
13-Jun,Sydney,8.0,17.3,0.0,2.0,8.1,31.0,15.0,58.0,1019.1,2.0,16.1,No,Yes
13-Jun,Sydney,7.7,13.5,1.2,2.4,0.0,39.0,17.0,83.0,1024.2,7.0,11.9,Yes,Yes
13-Jun,Sydney,7.6,13.9,56.2,0.4,0.2,41.0,19.0,90.0,1026.7,7.0,11.9,Yes,Yes
13-Jun,Sydney,9.6,13.8,53.4,0.2,0.1,39.0,11.0,77.0,1017.9,7.0,13.1,Yes,Yes
13-Jun,Sydney,10.0,16.7,5.0,2.4,0.2,41.0,9.0,90.0,1014.8,6.0,13.8,Yes,Yes
13-Jun,Sydney,10.5,19.8,15.6,1.4,4.3,52.0,20.0,63.0,1020.0,7.0,19.2,Yes,No
13-Jun,Sydney,12.8,18.8,0.8,3.4,2.4,26.0,19.0,64.0,1020.7,7.0,17.6,No,Yes
13-Jun,Sydney,12.9,16.1,16.8,2.8,0.0,41.0,15.0,83.0,1022.5,7.0,16.0,Yes,Yes
13-Jun,Sydney,12.7,14.2,41.0,3.2,0.0,28.0,9.0,87.0,1023.0,8.0,13.2,Yes,Yes
13-Jun,Sydney,11.3,17.1,51.0,2.0,2.2,37.0,9.0,82.0,1023.5,5.0,16.6,Yes,Yes
13-Jul,Sydney,8.8,20.1,9.8,0.8,9.8,26.0,7.0,56.0,1021.9,1.0,18.5,Yes,No
13-Jul,Sydney,8.8,19.9,0.0,2.2,9.8,33.0,4.0,46.0,1021.0,2.0,18.9,No,No
13-Jul,Sydney,8.1,19.8,0.0,2.2,9.5,26.0,13.0,53.0,1020.8,0.0,19.2,No,No
13-Jul,Sydney,8.5,23.4,0.0,2.6,9.8,43.0,22.0,38.0,1011.5,1.0,22.6,No,No
13-Jul,Sydney,14.7,19.5,0.0,4.0,9.7,65.0,33.0,30.0,1010.8,1.0,18.5,No,No
13-Jul,Sydney,7.8,17.4,0.0,4.2,9.8,37.0,19.0,31.0,1018.1,0.0,17.1,No,No
13-Jul,Sydney,7.4,19.1,0.0,4.0,9.5,35.0,11.0,35.0,1025.6,1.0,17.7,No,No
13-Jul,Sydney,7.4,19.2,0.0,2.2,9.1,33.0,17.0,36.0,1029.9,3.0,17.7,No,Yes
13-Jul,Sydney,8.7,13.6,1.6,3.0,1.0,30.0,17.0,84.0,1033.6,7.0,11.8,Yes,Yes
13-Jul,Sydney,8.9,15.9,8.0,1.2,2.7,24.0,13.0,71.0,1031.6,6.0,14.8,Yes,No
13-Jul,Sydney,8.2,18.4,0.0,1.2,8.2,30.0,9.0,62.0,1032.2,5.0,17.0,No,No
13-Jul,Sydney,8.3,20.2,0.2,1.2,8.4,30.0,6.0,46.0,1027.1,1.0,19.2,No,No
13-Jul,Sydney,8.3,17.4,0.0,3.0,5.0,26.0,2.0,61.0,1027.3,6.0,17.3,No,No
13-Jul,Sydney,8.9,18.4,0.0,1.0,8.5,24.0,15.0,60.0,1025.4,8.0,17.5,No,No
13-Jul,Sydney,10.7,22.0,0.2,3.6,1.7,33.0,13.0,58.0,1021.9,7.0,19.4,No,Yes
13-Jul,Sydney,14.4,21.6,1.4,0.2,3.4,26.0,13.0,67.0,1022.1,4.0,19.6,Yes,Yes
13-Jul,Sydney,13.0,24.3,4.8,1.8,8.7,22.0,9.0,48.0,1020.6,3.0,23.0,Yes,No
13-Jul,Sydney,13.3,22.6,0.0,2.4,3.9,30.0,13.0,72.0,1019.4,7.0,19.4,No,No
13-Jul,Sydney,15.0,20.4,0.0,3.2,1.6,57.0,17.0,73.0,1011.7,7.0,17.5,No,No
13-Jul,Sydney,14.5,20.4,0.8,2.4,8.9,48.0,26.0,38.0,1005.4,2.0,19.8,No,No
13-Jul,Sydney,8.5,16.3,0.2,6.4,10.1,54.0,31.0,29.0,1013.2,1.0,16.0,No,No
13-Jul,Sydney,8.7,17.2,0.0,3.8,9.9,54.0,26.0,28.0,1016.3,2.0,16.6,No,No
13-Jul,Sydney,7.1,17.7,0.0,3.2,8.0,44.0,19.0,42.0,1018.5,7.0,15.9,No,No
13-Jul,Sydney,10.1,17.0,0.0,4.0,4.8,48.0,20.0,46.0,1026.4,6.0,16.6,No,No
13-Jul,Sydney,7.4,19.6,0.0,3.0,8.6,33.0,9.0,38.0,1026.6,3.0,17.9,No,No
13-Jul,Sydney,7.9,20.3,0.0,3.4,9.3,22.0,7.0,32.0,1023.3,1.0,19.5,No,No
13-Jul,Sydney,7.4,18.7,0.0,1.8,9.9,28.0,15.0,56.0,1028.2,1.0,17.8,No,No
13-Jul,Sydney,8.3,18.8,0.0,3.6,6.8,26.0,17.0,64.0,1025.8,6.0,18.1,No,No
13-Jul,Sydney,9.7,24.0,0.0,2.6,10.2,37.0,11.0,35.0,1020.8,1.0,23.3,No,No
13-Jul,Sydney,11.1,21.5,0.0,3.4,3.4,48.0,6.0,49.0,1017.8,5.0,19.7,No,Yes
13-Jul,Sydney,12.6,18.4,5.6,2.6,8.1,43.0,22.0,61.0,1022.7,4.0,17.0,Yes,No
13-Aug,Sydney,8.1,19.6,0.0,3.4,10.1,30.0,15.0,54.0,1020.1,3.0,17.5,No,No
13-Aug,Sydney,9.1,20.3,0.0,2.2,6.8,31.0,19.0,31.0,1012.7,3.0,19.7,No,No
13-Aug,Sydney,10.4,19.6,0.0,3.6,10.0,37.0,4.0,29.0,1012.1,1.0,19.2,No,No
13-Aug,Sydney,10.9,19.9,0.0,4.2,8.5,44.0,24.0,29.0,1012.2,5.0,18.0,No,No
13-Aug,Sydney,9.5,21.0,0.0,3.8,10.0,50.0,15.0,34.0,1013.6,2.0,20.4,No,No
13-Aug,Sydney,11.9,23.9,0.0,5.6,8.7,52.0,17.0,30.0,1008.0,5.0,22.1,No,No
13-Aug,Sydney,10.8,17.9,0.8,4.8,8.3,35.0,15.0,49.0,1009.3,7.0,16.0,No,Yes
13-Aug,Sydney,9.3,13.1,9.6,3.8,1.3,57.0,24.0,74.0,1009.8,7.0,12.6,Yes,Yes
13-Aug,Sydney,7.0,17.4,4.2,0.6,6.7,35.0,9.0,43.0,1014.0,7.0,17.1,Yes,No
13-Aug,Sydney,10.5,23.5,0.0,4.0,10.6,31.0,11.0,33.0,1013.4,1.0,23.5,No,No
13-Aug,Sydney,9.0,21.8,0.0,3.8,10.4,31.0,11.0,38.0,1013.5,1.0,19.2,No,No
13-Aug,Sydney,12.0,24.4,0.2,3.8,5.4,94.0,48.0,40.0,1004.2,7.0,18.9,No,No
13-Aug,Sydney,9.6,22.8,0.0,5.8,10.8,35.0,9.0,25.0,1012.2,1.0,22.2,No,No
13-Aug,Sydney,12.5,24.1,0.0,4.2,10.7,39.0,17.0,22.0,1007.7,1.0,23.9,No,No
13-Aug,Sydney,10.5,18.7,0.0,8.0,10.7,57.0,19.0,29.0,1019.8,1.0,17.7,No,No
13-Aug,Sydney,7.3,20.6,0.0,3.6,10.7,41.0,26.0,36.0,1016.9,0.0,19.1,No,No
13-Aug,Sydney,10.7,24.4,0.0,6.2,10.5,57.0,26.0,34.0,1006.7,4.0,22.6,No,No
13-Aug,Sydney,11.3,23.3,0.0,6.6,10.7,39.0,20.0,28.0,1011.9,1.0,22.8,No,No
13-Aug,Sydney,13.6,20.9,0.0,7.8,9.9,59.0,39.0,25.0,1007.0,5.0,19.8,No,No
13-Aug,Sydney,8.4,16.6,0.0,6.2,10.8,56.0,22.0,26.0,1011.9,1.0,15.4,No,No
13-Aug,Sydney,7.6,18.1,0.0,3.0,10.3,50.0,20.0,30.0,1013.4,3.0,17.5,No,No
13-Aug,Sydney,7.6,18.1,0.0,5.6,6.7,50.0,24.0,32.0,1010.2,7.0,17.7,No,No
13-Aug,Sydney,11.8,18.6,0.0,4.0,2.5,56.0,28.0,42.0,1008.5,7.0,17.4,No,No
13-Aug,Sydney,12.2,22.7,0.0,4.0,10.8,35.0,19.0,42.0,1020.0,4.0,21.8,No,No
13-Aug,Sydney,9.9,23.6,0.0,4.2,10.7,35.0,17.0,53.0,1020.4,1.0,19.6,No,No
13-Aug,Sydney,10.3,22.0,0.0,3.6,9.6,33.0,11.0,30.0,1020.4,6.0,21.6,No,No
13-Aug,Sydney,11.8,23.3,0.0,3.0,10.8,39.0,24.0,38.0,1020.2,2.0,22.1,No,No
13-Aug,Sydney,11.4,21.8,0.0,3.8,6.7,56.0,17.0,59.0,1019.4,7.0,20.0,No,No
13-Aug,Sydney,15.2,24.7,0.0,5.2,10.2,39.0,6.0,53.0,1011.4,1.0,23.5,No,No
13-Aug,Sydney,14.9,24.5,0.0,5.8,8.2,30.0,11.0,34.0,1020.0,4.0,23.6,No,No
13-Sep,Sydney,11.4,22.2,0.0,4.8,10.1,26.0,20.0,62.0,1026.6,1.0,20.6,No,No
13-Sep,Sydney,12.2,22.0,0.0,4.0,11.0,28.0,17.0,41.0,1029.1,2.0,21.4,No,No
13-Sep,Sydney,12.0,21.9,0.0,4.2,10.4,31.0,20.0,56.0,1031.3,1.0,21.2,No,No
13-Sep,Sydney,12.2,21.1,0.0,3.8,10.1,41.0,20.0,52.0,1028.7,1.0,20.7,No,No
13-Sep,Sydney,12.2,28.8,0.0,5.8,10.1,28.0,11.0,29.0,1023.0,5.0,28.5,No,No
13-Sep,Sydney,16.0,23.3,0.0,5.0,8.5,24.0,15.0,70.0,1023.1,7.0,21.2,No,No
13-Sep,Sydney,15.4,31.1,0.0,3.2,9.1,39.0,15.0,23.0,1018.1,4.0,29.9,No,No
13-Sep,Sydney,17.0,21.2,0.0,4.6,1.7,41.0,13.0,73.0,1023.0,7.0,18.7,No,No
13-Sep,Sydney,15.3,26.1,0.0,2.2,5.1,33.0,11.0,69.0,1014.0,7.0,22.5,No,No
13-Sep,Sydney,20.1,31.6,0.0,7.4,9.7,74.0,31.0,14.0,1000.4,4.0,30.6,No,No
13-Sep,Sydney,14.7,25.0,0.0,11.6,6.8,43.0,15.0,22.0,1008.7,3.0,24.5,No,No
13-Sep,Sydney,12.1,23.6,0.0,6.4,10.2,74.0,6.0,27.0,1010.1,4.0,22.4,No,No
13-Sep,Sydney,10.0,18.5,0.0,5.6,6.1,41.0,24.0,56.0,1018.1,7.0,16.9,No,Yes
13-Sep,Sydney,14.1,22.9,2.2,3.4,8.4,54.0,24.0,59.0,1009.1,3.0,20.2,Yes,No
13-Sep,Sydney,12.8,18.8,0.0,4.0,6.2,33.0,17.0,66.0,1016.3,5.0,17.9,No,Yes
13-Sep,Sydney,14.6,17.7,1.2,2.2,0.0,80.0,35.0,91.0,1010.0,8.0,16.5,Yes,Yes
13-Sep,Sydney,15.2,25.3,0.0,6.8,10.7,48.0,28.0,28.0,1000.0,1.0,24.7,No,No
13-Sep,Sydney,14.2,23.4,0.2,7.6,11.2,63.0,46.0,21.0,1002.9,1.0,22.9,No,No
13-Sep,Sydney,11.4,21.6,0.0,6.2,10.3,69.0,24.0,30.0,1006.2,6.0,18.9,No,No
13-Sep,Sydney,11.3,22.0,0.0,7.0,11.0,37.0,19.0,42.0,1012.2,2.0,20.1,No,No
13-Sep,Sydney,11.0,25.2,0.0,4.6,10.5,28.0,20.0,51.0,1011.6,2.0,21.6,No,No
13-Sep,Sydney,12.9,24.4,0.0,5.4,10.9,24.0,13.0,54.0,1007.3,1.0,22.8,No,No
13-Sep,Sydney,17.5,28.4,0.0,7.4,5.3,39.0,9.0,32.0,1000.4,5.0,26.9,No,No
13-Sep,Sydney,15.6,28.8,0.0,6.4,10.7,43.0,20.0,32.0,1006.0,1.0,27.3,No,No
13-Sep,Sydney,12.7,22.6,0.0,12.2,11.4,46.0,19.0,39.0,1016.6,0.0,19.9,No,No
13-Sep,Sydney,11.7,29.3,0.0,8.0,11.5,76.0,39.0,13.0,1005.2,1.0,27.9,No,No
13-Sep,Sydney,12.4,27.4,0.0,6.4,10.6,35.0,17.0,35.0,1010.7,3.0,26.2,No,No
13-Oct,Sydney,20.2,32.2,0.0,8.6,3.0,85.0,41.0,32.0,1005.0,7.0,26.4,No,No
13-Oct,Sydney,13.0,26.6,0.0,9.8,11.2,48.0,15.0,26.0,1007.6,7.0,26.0,No,No
13-Oct,Sydney,15.2,18.9,0.0,10.0,3.7,65.0,24.0,41.0,1014.3,4.0,17.2,No,Yes
13-Oct,Sydney,9.7,20.4,5.0,3.8,10.6,39.0,15.0,37.0,1019.1,1.0,19.3,Yes,No
13-Oct,Sydney,11.3,25.0,0.0,5.2,9.2,28.0,13.0,41.0,1010.4,6.0,23.4,No,No
13-Oct,Sydney,14.1,29.8,0.0,5.6,11.2,33.0,17.0,24.0,1005.0,3.0,28.9,No,No
13-Oct,Sydney,15.8,21.9,0.0,9.8,10.4,52.0,33.0,44.0,1010.8,2.0,20.3,No,No
13-Oct,Sydney,14.3,21.9,0.0,5.8,11.2,44.0,22.0,49.0,1015.8,5.0,19.8,No,No
13-Oct,Sydney,12.3,27.3,0.0,5.0,11.9,30.0,15.0,36.0,1013.1,0.0,25.7,No,No
13-Oct,Sydney,17.6,37.3,0.0,10.0,10.0,74.0,22.0,10.0,1003.1,1.0,37.1,No,No
13-Oct,Sydney,17.9,22.1,0.0,13.2,10.0,61.0,19.0,49.0,1012.7,1.0,20.5,No,No
13-Oct,Sydney,14.3,24.7,0.0,5.8,11.2,31.0,24.0,62.0,1009.5,0.0,23.3,No,No
13-Oct,Sydney,17.5,35.0,0.0,6.6,10.8,80.0,46.0,10.0,996.3,1.0,34.2,No,Yes
13-Oct,Sydney,13.1,20.7,5.0,15.2,6.7,44.0,24.0,34.0,1014.4,2.0,19.3,Yes,No
13-Oct,Sydney,10.7,24.3,0.0,5.8,12.1,33.0,20.0,32.0,1018.7,0.0,21.5,No,No
13-Oct,Sydney,12.7,28.3,0.0,6.4,11.7,48.0,35.0,32.0,1012.4,1.0,25.1,No,No
13-Oct,Sydney,19.6,33.6,0.0,11.2,5.2,80.0,43.0,10.0,1003.3,7.0,31.5,No,No
13-Oct,Sydney,13.7,22.1,0.0,13.4,11.2,41.0,22.0,43.0,1025.1,2.0,19.7,No,No
13-Oct,Sydney,12.6,22.4,0.0,6.8,12.1,37.0,28.0,43.0,1024.4,0.0,21.3,No,No
13-Oct,Sydney,15.5,24.4,0.0,7.2,10.9,48.0,19.0,59.0,1016.5,5.0,23.4,No,No
13-Oct,Sydney,16.6,28.9,0.0,6.2,10.3,37.0,15.0,48.0,1011.9,6.0,26.7,No,No
13-Oct,Sydney,19.5,27.0,0.0,9.4,0.6,50.0,7.0,65.0,1011.7,8.0,24.2,No,Yes
13-Oct,Sydney,20.1,33.6,3.6,2.8,11.9,63.0,31.0,16.0,1002.3,1.0,32.9,Yes,No
13-Oct,Sydney,16.4,25.9,0.0,12.4,12.5,70.0,31.0,18.0,1012.9,1.0,23.7,No,No
13-Oct,Sydney,12.2,23.4,0.0,10.8,10.4,35.0,26.0,31.0,1019.2,0.0,20.7,No,No
13-Oct,Sydney,14.0,23.9,0.0,8.8,11.6,44.0,26.0,42.0,1019.1,1.0,21.6,No,No
13-Oct,Sydney,14.6,22.3,0.0,6.0,9.1,37.0,20.0,55.0,1020.4,7.0,20.5,No,Yes
13-Oct,Sydney,15.6,22.3,28.2,3.2,5.7,61.0,19.0,61.0,1014.3,2.0,22.2,Yes,No
13-Nov,Sydney,11.8,21.4,0.0,4.6,12.2,43.0,30.0,51.0,1019.2,1.0,20.7,No,No
13-Nov,Sydney,15.0,26.2,0.0,8.0,11.9,48.0,22.0,51.0,1012.2,1.0,24.7,No,No
13-Nov,Sydney,17.9,28.1,0.0,9.4,8.3,63.0,28.0,44.0,1006.4,6.0,27.6,No,No
13-Nov,Sydney,22.3,33.3,0.0,10.4,9.5,48.0,20.0,37.0,1006.6,3.0,28.4,No,Yes
13-Nov,Sydney,15.7,18.9,11.6,9.6,0.7,50.0,22.0,62.0,1017.2,7.0,18.7,Yes,Yes
13-Nov,Sydney,15.1,18.4,39.6,9.4,0.0,54.0,28.0,91.0,1016.4,7.0,17.3,Yes,Yes
13-Nov,Sydney,15.6,22.8,20.2,1.8,4.9,28.0,6.0,66.0,1011.8,7.0,21.9,Yes,Yes
13-Nov,Sydney,15.1,27.6,7.4,3.2,13.0,37.0,24.0,59.0,1011.2,3.0,23.2,Yes,No
13-Nov,Sydney,16.9,27.0,0.0,9.6,13.2,33.0,20.0,45.0,1011.3,1.0,23.7,No,No
13-Nov,Sydney,15.9,23.3,0.0,7.8,8.0,69.0,26.0,62.0,1014.6,6.0,22.6,No,Yes
13-Nov,Sydney,14.8,18.0,40.8,5.6,0.0,50.0,17.0,83.0,1014.5,8.0,16.8,Yes,Yes
13-Nov,Sydney,15.2,20.0,11.2,4.0,0.0,59.0,24.0,91.0,1010.5,8.0,18.4,Yes,Yes
13-Nov,Sydney,16.4,25.4,17.6,2.0,10.3,39.0,17.0,55.0,1010.3,2.0,24.5,Yes,No
13-Nov,Sydney,16.6,24.9,0.2,6.8,12.0,33.0,22.0,66.0,1010.7,1.0,24.2,No,No
13-Nov,Sydney,20.1,24.6,0.0,6.2,9.8,52.0,24.0,64.0,1010.4,5.0,23.5,No,Yes
13-Nov,Sydney,19.9,24.3,3.0,9.8,2.9,69.0,39.0,67.0,1006.6,7.0,22.6,Yes,Yes
13-Nov,Sydney,18.1,25.0,7.4,4.0,9.3,31.0,7.0,60.0,1003.2,5.0,22.6,Yes,Yes
